,Unnamed: 0,Unnamed: 0.1,P,e,M0,w,K,v0,dv0_1,wmod,M,a
0,0,0,13543.5967702753,0.4843087342650844,3.0591273581411578,-2.6334283218197947,28.197293407095433,37.16127607480647,-6.3414845085617095,0.5081643317699984,2.9448129194336805,11.21821203508687
1,1,1,15758.054831240166,0.5335606856263547,2.6363407326261936,0.5223391209050376,30.659258666596656,41.20774268493229,-4.597735045421269,0.5223391209050376,3.1525325950889314,12.211984412318131
2,2,2,21276.665888811644,0.5591698913649433,1.8952694036788635,-2.8794222890352192,29.981009626277828,43.106870480567615,-5.643404666843621,0.2621703645545739,3.614265984830987,15.518778743923479
3,3,3,15192.487856191776,0.4813141463987393,2.8205608278639684,0.7018881688757177,31.73620003946619,40.40658865751039,-4.671965592274984,0.7018881688757177,3.55822362561977,12.299167349210688
4,4,4,15990.707037088916,0.5136866214021071,2.6091091973585483,0.4941442463057482,29.86296589813157,40.24082206690189,-4.493958492678027,0.4941442463057482,3.1249413025446566,12.321405403355632
5,5,5,20789.3175104912,0.5857628715999188,1.99570171697054,0.4745307172644933,32.53875571367077,46.16422147627737,-5.429746963312351,0.4745307172644933,3.4462364514777004,14.542208349510476
6,6,6,23489.26948443787,0.611005013529222,1.7865840358094829,0.5672836942823536,34.65466812394997,49.664035191381814,-5.091336992083871,0.5672836942823536,3.9793999025694613,16.285925731042134
7,7,7,16134.089060238664,0.4864183480793842,2.617627761742183,0.5146305526979398,29.753848133149084,39.73134172419418,-3.7958107851949583,0.5146305526979398,3.1457900247227752,12.327865241542476
8,8,8,11924.431870293189,0.4472556261662177,-2.7617042584069122,0.6378774138378196,28.488478899011607,35.14447828043796,-4.464682683237646,0.6378774138378196,2.823005806960567,10.141044940915245
9,9,9,15852.009348189247,0.4523746526801151,2.5604399384448637,-2.869942094276882,27.451474288962498,37.0966819467796,-4.443564415282442,0.2716505593129113,3.239474321545113,12.778092915443477
10,10,10,12727.921586831606,0.4408577047687819,-2.987239865057328,-2.5708040834190804,28.024906320836983,35.37083937649131,-5.0756652440343215,0.5707885701707127,2.964548995691937,10.805879387395056
11,11,11,14715.918345609209,0.5176945929303385,2.9239532364405854,0.8489123482241929,33.12849501490803,41.542115339300324,-6.640086996227584,0.8489123482241929,3.3808479470902726,11.689313857351213
12,12,12,18363.836256449977,0.5143478655672861,2.2901698772899577,0.5218336108714663,32.099959829560994,43.649468650598735,-4.254398521150094,0.5218336108714663,3.494740390064171,13.471289876440595
13,13,13,15868.881060803704,0.5186059578213768,2.5969257050887693,0.4186079069055273,29.40856479890446,39.82769778389961,-5.324242887808602,0.4186079069055273,3.097000846273428,12.334752649753325
